numero_conteneur,numero_plombage,bruit_fond_debit_nsvh,bruit_fond_cps,interieur_conteneur_debit_nsvh,interieur_conteneur_cps,exterieur_conteneur_debit_nsvh,exterieur_conteneur_cps,apres_plombage_conteneur_debit_nsvh,apres_plombage_conteneur_cps,dose_gamma_chargement_debit_nsvh,dose_gamma_chargement_cps,contamination
CT1025,PL761614,59.81,0.6,57.22,0.55,55.97,0.64,59.44,0.53,34.55,0.48,0
CT3415,PL465446,56.54,1.52,59.47,1.51,54.44,1.42,57.97,1.53,60.8,1.32,0
CT1800,PL225341,70.41,0.59,68.82,0.59,71.7,0.62,70.3,0.53,66.09,1.24,0
CT1516,PL687518,59.42,2.0,59.35,2.09,60.55,1.96,59.69,1.86,48.62,0.76,0
CT0193,PL143585,78.43,0.99,77.28,0.94,78.14,1.03,81.2,0.89,52.13,0.45,0
CT2612,PL186365,75.89,1.99,72.28,2.04,76.66,2.11,74.51,2.06,46.52,1.17,0
CT3820,PL591450,58.45,0.57,58.09,0.71,58.41,0.71,58.38,0.54,61.06,1.76,0
CT3782,PL904783,54.92,0.83,54.5,0.86,54.85,0.83,56.99,0.9,70.07,0.52,1
CT1738,PL452744,67.5,1.98,66.64,2.04,68.03,1.99,66.25,1.99,61.89,1.63,0
CT1456,PL670451,52.43,1.68,53.74,1.61,51.0,1.68,52.53,1.61,77.31,1.74,1
CT4075,PL831109,58.35,1.06,58.09,0.99,58.05,1.04,59.12,1.0,58.2,1.73,0
CT1493,PL897917,39.96,0.38,39.7,0.45,41.73,0.32,41.51,0.37,59.06,0.55,1
CT3409,PL574013,35.06,1.41,36.08,1.67,37.26,1.45,32.96,1.41,88.76,0.82,1
CT3430,PL367491,69.89,1.86,67.99,1.8,69.99,1.93,71.79,1.77,78.56,1.74,1
CT3672,PL668020,84.76,0.4,83.22,0.27,84.75,0.44,84.26,0.47,51.63,1.04,0
CT2438,PL744318,62.05,0.37,62.74,0.36,60.03,0.37,65.16,0.48,54.63,0.79,0
CT0365,PL412252,57.9,1.42,58.49,1.29,57.6,1.47,57.86,1.49,36.29,0.52,0
CT4087,PL416456,57.34,1.98,58.33,1.95,57.42,2.0,59.83,2.02,82.82,0.9,1
CT2132,PL707167,41.03,0.38,40.62,0.33,42.81,0.3,41.96,0.25,69.48,1.81,1
CT0537,PL283062,57.67,1.98,59.21,2.05,60.02,2.01,56.88,2.05,42.66,1.27,0
CT2768,PL450877,77.34,1.29,80.87,1.2,76.43,1.16,74.96,1.27,81.19,0.55,0
CT2331,PL620985,48.64,0.81,48.63,0.64,48.84,0.91,49.77,0.96,69.21,1.57,1
CT0881,PL983439,43.58,1.94,47.25,1.97,41.11,1.8,40.13,1.92,43.4,1.99,0
CT2650,PL618727,40.24,0.91,40.48,1.05,38.32,0.8,43.76,0.92,60.44,1.74,1
CT1385,PL684567,40.33,1.46,37.97,1.48,39.09,1.47,43.57,1.2,52.3,0.79,1
CT0777,PL617923,85.64,1.42,84.54,1.39,86.05,1.38,87.05,1.43,85.12,1.94,0
CT1030,PL761450,56.54,1.6,56.69,1.74,58.55,1.46,57.27,1.55,68.29,1.93,1
CT0803,PL273416,50.81,1.73,48.58,1.7,48.31,1.77,53.15,1.61,68.89,1.3,1
CT4906,PL130099,65.2,0.65,63.24,0.73,68.74,0.83,64.33,0.75,49.49,1.98,0
CT1464,PL687111,81.29,1.64,82.14,1.65,83.62,1.58,81.83,1.54,50.88,0.7,0
CT0522,PL903451,68.3,0.44,67.02,0.3,73.58,0.43,69.47,0.3,82.17,1.22,1
CT0340,PL630583,31.33,1.66,28.84,1.88,28.79,1.54,34.54,1.67,89.05,1.68,1
CT3067,PL974772,64.05,1.81,62.68,1.77,62.91,1.8,63.33,1.95,68.26,2.0,0
CT4058,PL961396,81.03,1.37,83.53,1.3,82.02,1.39,80.41,1.39,78.28,0.52,0
CT2929,PL128141,44.93,1.63,41.78,1.68,43.57,1.6,46.24,1.63,80.24,1.33,1
CT1000,PL353490,83.06,1.06,83.67,1.0,85.09,1.07,83.07,1.01,75.08,0.48,0
CT4711,PL411573,70.58,1.41,72.4,1.34,70.7,1.57,70.9,1.23,48.01,1.54,0
CT2845,PL134594,79.03,1.59,79.06,1.41,79.24,1.58,80.75,1.56,73.95,1.19,0
CT4855,PL708577,88.95,0.81,88.79,0.77,88.13,0.71,90.99,0.7,72.3,1.76,0
CT2257,PL172715,42.36,1.02,41.83,1.09,43.28,0.89,44.54,1.12,78.55,0.67,1
CT0647,PL651638,40.45,0.94,38.13,0.87,39.44,0.91,41.8,0.88,59.56,1.68,1
CT2923,PL814834,81.54,1.94,83.81,1.93,84.18,1.77,84.25,1.91,43.26,1.57,0
CT4894,PL498172,49.1,1.61,50.25,1.61,48.65,1.36,47.76,1.52,57.56,1.85,0
CT0725,PL861315,47.64,1.69,50.8,1.62,48.05,1.71,44.57,1.75,37.16,1.16,0
CT1856,PL338506,53.92,1.71,54.29,1.66,53.39,1.7,55.86,1.52,52.33,1.57,0
CT3242,PL616409,40.4,1.57,39.65,1.49,38.2,1.81,39.13,1.54,46.27,0.91,0
CT2005,PL175418,48.09,0.61,47.92,0.6,47.03,0.6,47.36,0.58,86.29,1.47,1
CT2642,PL283321,53.2,1.13,52.19,1.01,52.29,1.23,54.48,1.12,80.1,0.75,1
CT0208,PL515192,31.77,1.72,34.55,1.6,30.26,1.68,35.16,1.85,59.93,0.58,1
CT0055,PL589492,37.13,0.57,38.04,0.56,33.25,0.68,35.38,0.54,46.7,0.63,1
CT0569,PL303861,87.21,0.62,89.21,0.51,89.38,0.72,88.79,0.75,87.24,1.8,0
CT4705,PL436851,32.34,1.98,29.96,1.87,29.76,2.03,33.92,2.05,87.34,1.68,1
CT1510,PL209575,89.31,0.37,90.21,0.44,88.71,0.34,91.24,0.29,37.46,0.82,0
CT4580,PL469836,86.0,0.89,88.44,1.12,86.3,0.91,88.1,0.86,54.61,1.06,0
CT0789,PL587462,68.23,1.04,68.32,1.15,68.41,0.91,70.95,0.99,37.32,1.07,0
CT3881,PL837685,49.98,1.75,52.81,1.78,53.52,1.64,51.72,1.74,67.71,0.61,1
CT3467,PL651216,64.89,1.81,64.0,1.82,64.35,2.02,66.09,1.9,30.36,1.34,0
CT4530,PL482736,84.71,0.79,87.77,0.93,85.76,0.71,82.88,0.89,81.51,0.84,0
CT3894,PL607820,62.12,1.83,63.28,1.91,60.95,1.88,62.86,1.87,67.56,1.79,0
CT3211,PL877401,42.12,1.93,44.02,1.96,41.86,2.12,46.27,1.78,52.81,1.54,1
CT4964,PL278048,66.65,1.94,66.93,1.96,64.77,1.98,63.9,2.07,58.97,1.69,0
CT3529,PL290706,82.45,1.84,80.41,2.01,83.51,1.83,82.05,1.86,67.06,1.33,0
CT3110,PL659252,45.64,1.83,41.71,1.75,44.62,1.63,46.94,1.95,61.46,0.91,1
CT4936,PL819174,43.71,1.93,41.59,1.9,45.0,2.0,44.37,1.84,77.73,1.55,1
CT1571,PL294269,69.35,1.46,67.83,1.49,69.47,1.48,67.08,1.43,57.97,1.21,0
CT1424,PL113224,31.45,0.59,32.63,0.44,35.11,0.49,36.66,0.59,87.94,1.49,1
CT3276,PL364167,30.94,0.75,28.09,0.79,29.72,0.67,31.89,0.8,83.42,1.31,1
CT1869,PL293283,38.22,1.03,39.34,1.1,39.37,0.95,41.16,1.07,56.45,1.05,1
CT3605,PL373260,81.28,0.65,84.78,0.59,80.51,0.75,81.89,0.73,33.06,1.47,0
CT4483,PL162551,65.36,1.57,64.86,1.43,65.44,1.47,65.76,1.63,83.04,1.91,1
CT3847,PL560244,40.65,0.91,41.48,0.93,38.62,0.89,40.14,0.94,77.95,0.8,1
CT0452,PL855073,62.96,0.95,68.17,0.82,60.78,0.94,63.11,1.01,50.25,1.91,0
CT0414,PL398356,62.88,1.53,62.26,1.73,63.19,1.51,64.48,1.34,79.48,0.36,1
CT2468,PL712297,50.28,0.76,48.5,0.88,52.42,0.84,50.77,0.8,41.14,1.91,0
CT2918,PL543057,37.67,0.66,38.03,0.57,40.21,0.6,38.24,0.71,65.36,0.79,1
CT4718,PL864265,54.37,1.34,56.07,1.24,54.57,1.51,56.29,1.38,87.94,1.51,1
CT2588,PL358517,40.45,1.12,43.25,1.06,37.09,1.2,41.55,1.01,77.51,0.98,1
CT4333,PL777673,65.99,1.47,65.52,1.77,68.95,1.43,65.33,1.36,81.25,1.56,1
CT0904,PL867214,64.47,1.38,60.24,1.24,66.63,1.36,63.08,1.11,69.72,0.37,0
CT2416,PL494274,53.54,0.46,53.09,0.54,52.64,0.32,56.3,0.4,68.45,1.15,1
CT1259,PL632295,38.28,0.58,39.93,0.36,37.94,0.41,38.97,0.58,53.84,0.52,1
CT4849,PL381854,63.57,1.2,62.65,1.28,65.27,1.09,66.54,1.16,80.47,0.57,1
CT1955,PL433863,70.28,1.55,71.84,1.63,67.82,1.43,72.24,1.56,60.92,0.61,0
CT1745,PL712121,41.67,1.87,41.62,1.88,40.79,1.94,40.98,1.97,33.32,0.66,0
CT1160,PL258211,38.1,1.77,37.55,1.58,40.28,1.57,37.27,1.91,48.34,1.74,1
CT2169,PL993093,58.52,0.79,60.25,0.72,58.37,0.66,60.07,0.84,78.31,0.52,1
CT1539,PL599876,78.63,0.61,80.62,0.56,77.14,0.57,77.79,0.57,58.2,1.57,0
CT3440,PL654970,89.96,1.55,89.69,1.38,94.07,1.69,93.85,1.5,51.32,0.79,0
CT3464,PL527737,70.65,0.58,75.89,0.39,71.77,0.47,69.69,0.88,75.64,1.71,0
CT3096,PL545377,68.58,0.59,65.43,0.73,66.15,0.58,69.08,0.44,66.34,1.75,0
CT0061,PL339931,58.95,0.5,61.03,0.56,62.91,0.69,57.9,0.5,72.73,1.35,1
CT1440,PL871253,57.97,1.03,58.17,0.93,58.7,0.84,57.71,0.97,69.16,1.15,1
CT0186,PL874684,42.88,1.86,43.23,1.87,42.54,2.0,43.7,1.89,53.8,0.45,1
CT0117,PL476896,88.92,0.38,86.14,0.43,90.32,0.57,91.32,0.54,83.11,1.38,0
CT4584,PL642423,46.3,1.38,46.82,1.4,46.54,1.44,45.16,1.39,61.72,1.42,1
CT0629,PL455754,48.15,1.56,47.15,1.68,49.69,1.59,47.65,1.63,89.73,0.95,1
CT2080,PL544191,81.33,0.49,79.95,0.47,80.53,0.59,80.61,0.41,31.42,1.39,0
CT4399,PL451977,54.14,1.46,55.34,1.52,54.0,1.39,56.6,1.33,83.55,0.97,1
CT0814,PL648248,86.34,1.91,87.54,1.8,84.62,1.97,83.8,1.93,79.2,0.56,0
CT0974,PL926196,80.19,1.26,80.55,1.29,79.66,1.27,78.71,1.34,82.98,0.44,0
CT2063,PL389226,62.14,1.89,62.8,2.0,63.81,1.77,64.14,2.13,86.3,1.87,1
CT2162,PL878513,33.79,0.68,33.73,0.52,30.9,0.68,37.56,0.64,79.05,0.64,1
CT3754,PL909178,77.76,0.71,78.43,0.71,71.11,0.52,78.02,0.68,89.02,1.78,1
CT3095,PL790504,35.03,1.25,36.56,1.24,33.13,1.15,32.6,1.22,57.56,1.64,1
CT0845,PL601108,56.4,0.95,58.1,1.09,57.17,0.82,57.74,0.85,82.77,1.1,1
CT0645,PL485777,48.7,1.99,48.96,2.12,48.09,1.88,48.92,2.18,47.36,1.79,0
CT3146,PL177794,50.46,1.1,48.73,0.89,50.52,0.98,50.49,0.89,79.4,1.68,1
CT2456,PL601076,70.08,1.09,68.92,1.27,71.77,1.1,71.87,0.98,83.81,1.21,1
CT4014,PL537625,82.67,0.53,84.99,0.47,85.14,0.57,81.83,0.86,48.63,1.27,0
CT1357,PL754618,53.82,1.29,51.18,1.38,53.77,1.44,53.53,1.13,78.39,0.39,1
CT3628,PL678688,33.68,1.26,35.37,1.17,34.87,1.25,34.14,1.29,75.04,1.48,1
CT0601,PL820777,50.85,1.81,52.56,1.99,51.07,1.69,51.48,1.85,87.82,1.48,1
CT2415,PL270102,79.24,1.96,78.75,2.05,80.19,1.97,77.97,1.8,58.32,1.45,0
CT1835,PL649239,43.96,1.44,39.43,1.44,41.06,1.44,45.4,1.41,84.92,1.56,1
CT3331,PL518267,42.93,1.18,42.99,1.29,41.61,1.22,39.87,1.15,54.33,1.92,1
CT2316,PL515231,81.93,1.14,82.52,1.13,81.2,1.05,80.35,1.13,86.5,1.23,0
CT3347,PL741147,85.06,0.96,84.87,0.81,84.22,1.08,84.57,0.91,43.92,1.61,0
CT2290,PL998254,42.21,1.54,45.18,1.5,41.03,1.61,43.79,1.72,83.04,1.29,1
CT2368,PL335806,52.55,1.35,50.55,1.54,50.73,1.44,53.31,1.42,83.58,1.09,1
CT1752,PL764180,58.63,1.79,57.56,1.86,62.19,1.95,59.1,1.77,37.06,1.81,0
CT4929,PL357906,58.27,1.11,59.39,0.93,57.32,1.04,57.43,1.01,53.58,0.83,0
CT4931,PL166668,44.19,0.75,46.02,0.59,43.97,0.61,46.84,0.59,53.49,1.52,0
CT2870,PL829182,86.13,1.17,82.6,1.23,83.03,1.19,85.09,1.19,42.76,1.37,0
CT1062,PL998860,33.71,1.36,35.61,1.27,36.69,1.5,36.78,1.13,61.86,0.91,1
CT2027,PL257732,63.21,1.38,63.67,1.03,63.85,1.24,61.46,1.19,43.29,1.11,0
CT2453,PL497686,36.23,1.64,36.7,1.65,37.6,1.79,35.12,1.81,30.62,1.87,0
CT1278,PL929735,37.17,0.87,42.02,0.87,36.47,0.76,35.96,0.88,87.21,0.4,1
CT0238,PL293075,32.1,1.64,28.2,1.53,28.49,1.6,34.63,1.74,71.33,0.97,1
CT1353,PL532882,30.01,0.9,29.66,0.79,26.7,0.99,33.83,0.92,72.92,0.45,1
CT1675,PL779418,39.11,1.05,38.82,1.11,41.07,1.02,42.03,1.07,72.19,0.47,1
CT1034,PL682531,50.43,1.69,52.69,1.67,54.42,1.58,52.75,1.53,66.25,0.58,1
CT3885,PL863429,45.59,1.1,46.05,1.21,50.1,1.06,44.08,1.11,77.12,0.44,1
CT0866,PL730075,36.35,0.92,36.88,0.76,34.67,0.92,34.32,1.0,41.14,1.73,0
CT1698,PL710411,69.46,0.76,69.84,0.56,65.98,0.75,69.62,0.81,85.94,1.93,1
CT0206,PL175766,33.0,1.57,30.15,1.56,35.34,1.44,32.92,1.7,39.89,1.85,0
CT1684,PL901480,38.83,1.52,39.72,1.51,40.51,1.64,33.82,1.59,80.02,1.75,1
CT4489,PL941535,71.38,0.79,73.26,0.52,69.01,0.74,69.93,0.65,83.58,1.84,1
CT0038,PL484681,40.33,1.66,36.62,1.67,39.92,1.65,41.69,1.68,48.43,1.95,1
CT3641,PL632726,49.04,1.53,49.06,1.68,52.34,1.53,51.21,1.51,72.14,1.07,1
CT0693,PL737144,39.92,1.71,38.24,1.77,44.08,1.58,38.31,1.89,46.65,1.0,0
CT2597,PL791738,69.15,1.81,68.1,1.77,68.35,1.94,66.91,1.82,86.69,0.6,1
CT1592,PL862092,40.97,1.92,42.07,1.9,39.68,1.97,43.6,2.04,69.83,1.48,1
CT4455,PL330604,73.9,1.18,76.88,1.2,74.22,1.29,76.14,1.15,50.56,1.27,0
CT3012,PL912467,48.39,1.47,49.87,1.44,44.87,1.66,48.35,1.39,61.45,1.71,1
CT4935,PL929430,80.55,1.25,79.87,1.32,79.54,1.36,82.43,1.3,51.69,0.96,0
CT4336,PL413295,33.36,1.2,37.5,1.12,36.02,1.27,32.92,1.0,74.92,0.55,1
CT2365,PL853315,42.08,0.43,41.1,0.43,43.93,0.4,39.82,0.54,58.54,0.84,1
CT3815,PL688595,64.5,1.96,63.87,1.93,64.4,2.0,68.57,2.04,82.37,0.59,1
CT1448,PL891189,58.7,0.65,60.96,0.4,59.64,0.71,56.85,0.74,43.22,0.79,0
CT2725,PL503322,54.07,1.75,51.91,1.9,57.31,1.89,56.38,1.81,74.45,1.65,1
CT2173,PL164288,80.74,1.54,79.97,1.52,82.38,1.63,79.45,1.73,70.62,0.44,0
CT4099,PL863799,70.55,1.66,70.5,1.79,69.99,1.64,66.74,1.77,77.58,1.48,0
CT2105,PL762784,47.19,1.38,46.02,1.25,49.76,1.28,47.73,1.43,79.77,1.21,1
CT1935,PL235044,81.18,1.66,81.98,1.59,81.34,1.57,79.91,1.63,54.7,1.1,0
CT1080,PL843091,47.24,1.11,49.04,1.14,46.4,1.01,49.25,1.31,79.33,1.72,1
CT0737,PL989465,75.63,1.88,76.15,1.84,77.88,1.86,74.23,1.85,71.38,1.35,0
CT3836,PL579926,82.93,0.63,82.65,0.45,83.3,0.46,81.45,0.58,40.0,1.72,0
CT2457,PL747296,38.0,0.93,39.72,1.01,37.75,1.02,36.81,0.87,45.03,1.62,0
CT0959,PL718362,46.69,1.49,41.34,1.49,44.38,1.67,49.81,1.54,85.46,1.34,1
CT3108,PL369054,70.16,1.82,69.74,1.84,69.94,1.69,70.73,1.79,62.75,1.02,0
CT0035,PL600186,63.61,1.84,64.43,1.86,64.77,1.74,63.52,1.83,35.98,1.98,0
CT2687,PL385855,79.01,0.66,81.36,0.55,78.26,0.74,80.36,0.59,68.06,0.99,0
CT4774,PL953725,74.38,0.77,73.27,0.73,74.43,0.67,71.16,0.82,46.51,1.61,0
CT4092,PL540991,53.52,1.48,56.51,1.29,54.59,1.45,56.4,1.69,38.11,1.93,0
CT3993,PL266892,67.73,0.52,68.14,0.63,66.5,0.51,68.23,0.59,70.54,1.61,0
CT1319,PL953088,89.79,0.78,87.75,0.99,92.28,0.76,86.64,0.84,85.89,1.9,0
CT2089,PL868747,66.85,0.77,71.04,0.72,68.7,0.71,68.63,0.59,31.82,0.73,0
CT2835,PL557828,41.01,1.44,39.77,1.48,39.41,1.3,41.34,1.6,46.76,0.95,0
CT1425,PL140738,36.99,0.97,36.92,1.0,37.33,0.98,36.92,0.88,36.01,1.21,0
CT0102,PL320884,53.44,1.74,49.54,1.83,56.29,1.72,52.64,1.68,46.99,0.53,0
CT2262,PL965580,78.51,0.73,75.94,0.73,76.11,0.98,77.82,0.79,45.66,1.52,0
CT1042,PL962129,86.9,0.64,89.25,0.84,86.75,0.59,85.3,0.64,58.9,1.22,0
CT1069,PL883415,35.59,0.97,39.13,0.88,36.55,1.05,34.0,0.98,50.24,1.79,1
CT3645,PL896184,31.55,1.22,32.99,1.31,33.88,1.1,29.24,1.23,77.44,1.04,1
CT0103,PL123247,41.49,1.01,42.33,0.98,42.85,1.13,38.88,1.17,64.22,1.71,1
CT3225,PL865418,67.23,0.99,65.27,1.01,68.59,0.94,65.52,1.0,89.52,1.92,1
CT1900,PL423557,38.34,0.79,38.72,0.58,39.63,0.85,39.69,0.62,58.88,1.76,1
CT1294,PL538774,61.41,1.2,61.23,1.18,64.52,1.22,61.78,1.19,82.68,0.78,1
CT1107,PL921106,50.24,1.37,50.92,1.41,52.3,1.47,52.18,1.44,76.07,1.02,1
CT3439,PL988736,46.1,1.34,44.03,1.25,44.95,1.48,44.16,1.32,86.91,0.78,1
CT4017,PL507592,52.93,0.89,53.27,0.68,53.75,0.88,51.92,0.98,86.89,1.07,1
CT2527,PL151924,53.73,1.0,51.76,1.04,53.42,0.98,54.59,1.05,75.43,0.68,1
CT4861,PL967482,58.2,1.32,58.05,1.34,57.73,1.19,55.01,1.42,50.78,1.81,0
CT0230,PL979989,76.24,1.8,75.48,1.82,79.26,1.78,76.6,1.86,51.19,0.56,0
CT3846,PL522381,40.53,1.78,39.42,1.8,44.25,1.74,37.4,1.87,77.21,0.42,1
CT3481,PL229350,68.92,1.37,70.09,1.35,69.88,1.29,73.3,1.18,34.7,0.43,0
CT4182,PL267647,75.36,1.63,77.09,1.72,74.77,1.67,76.65,1.59,83.78,1.03,0
CT0672,PL930857,69.48,0.87,69.17,0.87,69.25,0.59,69.84,0.89,57.78,1.05,0
CT1459,PL414997,38.58,1.37,38.19,1.5,40.39,1.35,34.94,1.32,33.11,0.71,0
CT4222,PL651050,63.25,0.88,62.09,0.94,60.22,0.98,60.5,0.9,69.11,0.77,0
CT1711,PL528988,77.11,0.82,78.36,0.82,77.27,0.83,76.49,0.92,41.41,1.95,0
CT4970,PL786268,54.96,0.85,52.94,0.87,55.72,0.89,53.71,0.96,39.27,0.46,0
CT3373,PL911554,33.75,1.82,35.11,1.92,34.58,1.79,33.83,1.71,86.42,1.22,1
CT3515,PL964690,36.17,0.49,35.52,0.42,37.57,0.33,34.5,0.48,47.19,0.85,1
CT2533,PL764468,70.63,0.92,71.47,1.07,73.56,0.87,71.1,0.97,65.04,1.25,0
CT1538,PL416915,41.69,0.58,41.98,0.58,41.57,0.51,41.04,0.68,61.35,1.17,1
CT0254,PL494070,54.46,1.9,52.96,1.83,54.02,1.81,53.62,1.86,83.78,0.99,1
CT3576,PL728138,46.11,1.47,45.2,1.44,43.74,1.58,46.97,1.44,86.57,1.81,1
CT4096,PL183555,50.77,0.57,47.5,0.53,48.11,0.55,52.63,0.52,89.09,1.62,1
CT4055,PL320972,55.31,1.66,54.9,1.64,60.48,1.68,56.72,1.73,52.45,1.86,0
CT0131,PL686146,36.19,1.11,38.03,0.95,34.52,0.92,35.81,1.11,42.32,0.65,0
CT4440,PL713859,63.4,1.86,64.32,1.78,64.61,1.87,62.28,1.85,77.93,0.92,1
CT1838,PL810979,67.48,1.41,69.96,1.39,72.08,1.31,63.2,1.4,73.48,1.38,0
CT1219,PL814743,45.22,1.9,49.75,1.89,47.46,1.87,44.65,1.83,47.57,1.86,0
CT1731,PL771256,47.37,0.68,51.28,0.65,47.49,0.59,50.46,0.83,76.36,0.43,1
CT2028,PL827955,47.95,0.5,48.91,0.55,46.32,0.6,44.24,0.49,71.21,1.28,1
CT1889,PL176898,73.08,0.58,75.12,0.69,70.64,0.5,72.95,0.65,33.87,0.94,0
CT2140,PL147837,73.68,1.82,74.32,1.67,70.49,1.81,75.59,1.82,75.3,1.86,0
CT1964,PL558298,69.47,0.64,69.9,0.7,71.36,0.58,67.55,0.74,84.0,0.95,1
CT0316,PL654594,82.9,1.31,85.15,1.34,83.97,1.25,81.9,1.47,80.3,0.91,0
CT4674,PL688398,72.34,1.85,72.52,1.73,70.76,1.96,73.13,1.95,33.64,1.78,0
CT4762,PL752845,49.34,1.28,48.26,1.17,45.3,1.31,49.82,1.22,81.35,1.23,1
CT1282,PL139711,55.56,1.27,55.18,1.3,55.2,1.26,51.86,1.29,66.41,1.02,1
CT4011,PL850704,81.96,1.49,79.73,1.52,81.32,1.62,83.18,1.44,48.43,0.46,0
CT1933,PL956101,74.08,1.71,74.55,1.74,75.75,1.69,74.93,1.81,78.93,1.76,0
CT4864,PL861282,85.42,0.92,87.98,0.99,83.73,0.88,83.9,1.02,74.56,0.87,0
CT4591,PL944715,60.38,0.87,59.45,0.71,57.68,0.74,62.63,0.78,31.67,1.34,0
CT3512,PL689921,38.24,0.78,37.92,0.78,39.95,0.92,35.74,0.85,50.82,1.69,1
CT0603,PL472370,53.76,1.77,52.54,1.79,54.55,1.6,56.91,1.78,78.32,1.25,1
CT3600,PL308139,85.39,1.38,86.21,1.63,85.88,1.38,83.3,1.29,48.58,0.55,0
CT3909,PL391077,65.86,1.3,65.72,1.23,63.18,1.23,67.57,1.3,85.71,1.05,1
CT0110,PL819064,51.35,0.7,52.2,0.78,54.1,0.75,51.83,0.65,50.44,1.59,0
CT4393,PL122031,52.41,0.83,52.27,0.82,53.34,0.75,53.11,0.86,42.55,1.13,0
CT1428,PL863978,57.56,1.33,60.17,1.37,56.45,1.22,59.37,1.27,83.4,1.19,1
CT1534,PL830399,67.84,1.95,68.49,2.01,68.82,1.82,62.92,1.92,61.78,0.84,0
CT0497,PL384821,30.34,1.06,28.3,0.98,33.42,1.05,31.85,1.13,52.08,1.29,1
CT3926,PL818675,53.42,1.79,53.1,1.84,53.05,1.95,53.58,1.72,54.99,0.76,0
CT4846,PL239227,70.18,1.46,67.97,1.42,70.18,1.57,66.92,1.36,32.59,1.5,0
CT1637,PL463476,53.25,1.04,54.05,1.09,53.34,0.96,50.87,1.05,43.11,1.09,0
CT3756,PL683098,34.37,0.86,32.67,1.03,32.22,0.84,32.61,0.8,47.13,1.89,1
CT1716,PL419278,49.69,1.68,46.75,1.75,52.34,1.7,49.37,1.71,34.61,1.25,0
CT3939,PL982470,54.08,1.88,53.03,1.92,55.27,1.69,54.09,1.88,73.87,1.6,1
CT4961,PL575406,76.59,0.46,75.81,0.39,72.69,0.76,80.52,0.45,87.12,0.95,1
CT2999,PL882518,33.05,0.61,33.18,0.58,30.96,0.55,34.1,0.65,70.12,1.33,1
CT4501,PL590083,56.03,1.29,55.2,1.43,56.43,1.42,53.8,1.15,67.54,0.73,1
CT3172,PL289784,49.73,1.08,46.44,1.03,56.38,0.92,49.95,1.06,50.05,0.93,0
CT2539,PL239999,82.66,0.44,81.77,0.48,86.08,0.45,83.2,0.44,54.0,1.23,0
CT4146,PL845219,83.27,1.02,83.44,1.01,86.34,0.81,84.74,1.02,84.82,1.59,0
CT4089,PL182279,79.25,0.48,79.81,0.46,80.75,0.54,81.37,0.54,46.24,0.73,0
CT0319,PL745263,64.93,1.05,66.71,1.06,59.51,0.95,61.4,1.19,52.56,0.51,0
CT1707,PL225995,59.14,0.84,58.56,0.72,59.47,0.76,60.72,0.93,62.31,1.53,0
CT3977,PL810644,36.38,1.93,37.85,1.77,37.57,1.95,37.53,1.98,50.49,1.3,1
CT3738,PL543316,41.37,1.47,40.4,1.45,44.39,1.66,44.07,1.53,71.36,1.34,1
CT4346,PL177842,45.24,0.89,44.85,0.85,43.46,0.81,44.95,0.95,88.55,1.85,1
CT3001,PL976313,81.19,1.07,81.16,1.25,83.32,1.04,80.6,1.39,68.75,1.04,0
CT0447,PL118070,38.02,1.82,42.81,1.75,40.27,1.87,37.84,1.8,74.4,1.05,1
CT3133,PL941851,57.08,0.56,57.69,0.59,60.09,0.5,55.71,0.69,53.83,1.08,0
CT0772,PL338067,69.09,1.98,66.8,2.15,70.56,1.98,69.01,1.92,83.66,1.3,1
CT4153,PL476794,56.19,0.57,58.12,0.68,53.57,0.63,57.43,0.58,81.31,1.63,1
CT3435,PL905113,79.51,1.17,79.27,1.22,78.7,1.32,79.12,1.05,84.72,1.07,0
CT2950,PL656659,56.12,1.03,57.77,0.93,52.0,0.97,56.47,1.24,81.07,1.21,1
CT3232,PL256570,88.87,0.55,91.28,0.6,84.38,0.65,86.87,0.59,31.37,1.08,0
CT1667,PL683417,85.9,0.62,85.29,0.59,84.53,0.4,85.11,0.62,53.27,0.96,0
CT4561,PL400486,50.17,0.71,50.49,0.54,46.49,0.66,50.87,0.68,36.41,1.57,0
CT3214,PL155147,80.23,0.42,80.39,0.38,80.26,0.36,81.67,0.37,85.45,1.53,0
CT4746,PL902673,41.39,1.75,40.86,1.87,40.24,1.83,45.38,1.91,78.57,1.66,1
CT3077,PL551122,30.86,0.57,26.9,0.51,28.33,0.71,28.08,0.42,60.59,1.36,1
CT1970,PL781652,72.76,1.3,73.25,1.24,68.89,1.3,73.9,1.3,71.61,1.08,0
CT0096,PL587879,88.91,0.46,86.54,0.5,87.15,0.36,89.91,0.52,76.88,1.33,0
CT0204,PL642335,69.24,1.15,67.64,1.33,65.14,1.13,68.05,1.05,85.74,0.93,1
CT0315,PL710269,73.94,0.64,76.64,0.52,74.13,0.69,77.8,0.63,38.57,0.7,0
CT1940,PL503119,60.49,0.43,57.97,0.56,62.17,0.39,60.75,0.51,43.94,1.0,0
CT2033,PL606047,79.98,1.73,78.42,1.79,84.01,1.67,80.39,1.72,30.88,1.98,0
CT1303,PL196646,34.0,0.37,32.0,0.25,36.32,0.26,35.2,0.32,64.79,1.29,1
CT2840,PL985296,37.91,0.79,37.85,0.87,37.69,0.7,36.26,0.74,74.67,1.48,1
